Group,Part Number,Known As,Description,Reco,Hold,Quar,RECOLEICS,HoldLeics,QuarLeics,Thorn,ExtLeics,MTS,Ryr,May,Apr,Mar,Feb,Jan,Dec,Nov,Oct,Sep,Aug,Jul,Jun,Min,Max,Range
CHRA,RCT30338CHRA,704226-5010S-CHRA,704226-5010S CHRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
OLDUNIT,RCT30338OU,704226-5010S-OU,704226-5010S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30338R,704226-5010S,Ford Mondeo 2.0d 115hp 2000-2001 Reman Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30338REB,704226-5010S-REB,Ford Mondeo 2.0d 115hp 2000-2001 REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30339BNU-OEM,782404-5001S-BNU-OEM,Hyundai Kia 1.5d 115hp 2005> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
TURB,RCT30333BNU-OEM,452068-5004S-BNU-OEM,SAAB 900 9-3 2.0p 154-205hp 1993-2003 New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
CHRA,RCT30333CHRA,452068-5004S-CHRA,452068-5004S CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30333REB,452068-5004S-REB,SAAB 900 9-3 2.0p 154-205hp 1993-2003 REBUILT Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
,RCT30334BNU,,USE RCT30334BNU-ZC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AGCHRA,RCT30335AG,834142-5005S-AG,834142-5005S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30335BNU-OEM,834142-5005S-BNU-OEM,Ford Focus 2.3d 344hp 2016> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30335OU,824142-5005S-OU,824142-5005S Old Core Unit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TURB,RCT30335R,834142-5005S,Ford Focus 2.3d 344hp 2016> Remanufactured Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,REMAN
TURB,RCT30335REB,834142-5005S-REB,Ford Focus 2.3d 344hp 2016> REBUILT Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
ACT,RCT30336ACT,,USE RCT30320ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PIPE,RCT30334FP,822182-5008S-FP,822182 889938 853333 831157 854800 Oil Feed Pipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30288REB,777162-5001S-REB,Audi A6 2.7d 163-190hp 2004-2011 REBUILT Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30288AG,777162-5001S-AG,777162-5001S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30288BNU-OEM,777162-5001S-BNU-OEM,Audi A6 2.7d 163-190hp 2004-2011 New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30288OU,777162-5001S-OU,777162-5001S Old Core Unit,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PIPE,RCT30287FP,822088-5007S-FP,822088-5007S OIL FEED PIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,
TURB,RCT30287REB,822088-5007S-REB,Fiat Punto 1.3d JTD 97hp REBUILT Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30291R,794877-5008S,Mercedes E/R350 3.0d 221-261hp 2009> Reman Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30291REB,794877-5008S-REB,Mercedes E/R350 3.0d 221-261hp 2009> REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30292,826830-5003S,Mercedes E350 3.0d 250hp 2011> DO NOT DO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30292BNU-OEM,826830-5003S-BNU-OEM,Mercedes E350 3.0d 250hp 2011> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30292OU,826830-5003S-OU,826830-5003S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30293BNU-OEM,800075-5011S-BNU-OEM,BMW M5 4.4p 560hp 2010> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
TURB,RCT30293HYB,800075-5011S-HYB,VENOM Hybrid Turbo BMW M5 4.4p 560hp 2010>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30294BNU-OEM,800076-5011S-BNU-OEM,BMW M5 4.4p 560hp 2010> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
TURB,RCT30294HYB,800076-5011S-HYB,VENOM Hyrbid Turbo BMW M5 4.4p 560hp 2010>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
ACT,RCT30295ACT,752341-5006S-ACT,752341-5006S (G-35) ACTUATOR DNS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
TURB,RCT30295BNU-OEM,752341-5006S-BNU-OEM,Jaguar XF XJ S-Type 2.7d 207hp 2004-2015 New OE Turbo DNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30295OU,752341-5006S-OU,752341-5006S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30295R,752341-5006S,Jaguar XF XJ S-Type 2.7d 207hp 2004-2015 Reman Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30295REB,752341-5006S-REB,Jaguar XF XJ S-Type 2.7d 207hp 2004-2015 DO NOT SELL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
ACT,RCT30296ACT,752343-5006S-ACT,752343-5006S (G-36) ACTUATOR DNS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30296BNU-OEM,752343-5006S-BNU-OEM,Jaguar XF XJ S-Type 2.7d 207hp 2004-2015 New OE Turbo DNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30296OU,752343-OU,752343 Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30296R,752343-5006S,Jaguar XF XJ S-Type 2.7d 207hp 2004-2015 Reman Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30296REB,752343-5006S-REB,Jaguar XF XJ S-Type 2.7d 207hp 2004-2015 DO NOT SELL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30297BNU-OEM,796911-5002S-BNU-OEM,Chrysler Dodge Jeep 2.8d 163-200hp 2007> New OEM Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
CHRA,RCT30297CHRA,796911-5002S-CHRA,796911-5002S CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLDUNIT,RCT30297OU,796911-5002S-OU,796911-5002S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30297R,796911-5002S,Chrysler Dodge Jeep 2.8d 163-200hp 2007> NO PARTS AVAILABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30298BNU-OEM,823024-5004S-BNU-OEM,Dodge Jeep 3.0d 252hp 2013> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
CHRA,RCT30298CHRA,823024-5004S-CHRA,823024-5004S CHRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLDUNIT,RCT30298OU,823024-5004S-OU,823024-5004S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30298R,823024-5004S,Dodge Jeep 3.0d 252hp 2013> NO PARTS AVAILABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30299BNU-OEM,777159-5003S-BNU-OEM,Audi A4 A5 2.7d 163-190hp 2007> New OEM Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30299OU,777159-5003S-OU,777159-5003S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30299R,777159-5003S,Audi A4 A5 2.7d 163-190hp 2007> Remanufactured Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30299REB,777159-5003S-REB,Audi A4 A5 2.7d 163-190hp 2007> REBUILT Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30300REB,850282-5012S-REB,Mercedes Renault 1.3 113-163hp 2018> REBUILT Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30301BNU-OEM,466007-5007S-BNU-OEM,John Deere Tractor 6.8d 1993> New OE turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30301OU,466007-5007S-OU,466007-5007S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30301R,466007-5007S,John Deere Tractor 6.8d 1993> POSS REBUILT turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30301REB,466007-5007S-REB,John Deere Tractor 6.8d 1993> POSS REBUILT turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
OLDUNIT,RCT30302OU,466175-5002S-OU,466175-5002S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30302R,466175-5002S,Waukesha Industrial Turbocharger QUARANTINED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30303BNU-OEM,708837-5001S-BNU-OEM,Smart 0.6P 55-75hp 1998-2005 New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30303OU,708837-5001S-OU,708837-5001S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30303R,708837-5001S,Smart 0.6P 55-75hp 1998-2005 Remanufactured Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30303REB,708837-5001S-REB,Smart 0.6P 55-75hp 1998-2005 REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30304BNU,,USE RCT30304BNU-ZC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30304BNU-OEM,727211-5001S-BNU-OEM,Smart 0.7p 50-61hp 2003-2007 New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
TURB,RCT30304BNU-ZC,727211-5001S-BNU-ZC,Smart 0.7p 50-61hp 2003-2007> New ZC Turbo,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-ZC
CHRA,RCT30304CHRA,727211-5001S-CHRA,727211-5001S CHRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
OLDUNIT,RCT30304OU,727211-5001S-OU,727211-5001S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30304R,727211-5001S,USE RCT30304REB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REMAN
TURB,RCT30304REB,727211-5001S-REB,Smart 0.7p 50-61hp 2003-2007 REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30305,742110-5007S,Ford 1.8d 100-125hp 2004-2010 DO NOT DO - CLAMP LEAKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30305BNU-OEM,742110-5007S-BNU-OEM,Ford 1.8d 100-125hp 2004-2010 New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30305OU,742110-5007S-OU,742110-5007S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLDUNIT,RCT30306OU,742989-5002S-OU,742989-5002S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30306R,742989-5002S,USE RCT30306REB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REMAN
TURB,RCT30306REB,742989-5002S-REB,Audi Seat VW 1.4d 75hp 2000-2009 REBUILT Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30307BNU-OEM,755299-5007S-BNU-OEM,VW Touareg 5.0d 313hp 2002-2010 New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30307OU,755299-5007S-OU,755299-5007S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30307R,755299-5007S,VW Touareg 5.0d 313hp 2002-2010 DO NOT DO? - BNU ONLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30308BNU-OEM,755300-5007S-BNU-OEM,VW Touareg 5.0d 313hp 2002-2010 New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30308OU,755300-5007S-OU,755300-5007S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30308R,755300-5007S,VW Touareg 5.0d 313hp 2002-2010 DO NOT DO? - BNU ONLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30309BNU-OEM,758532-5019S-BNU-OEM,Ford Transit 1.8d 90-110hp 2006> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30309OU,758532-5019S-OU,758532-5019S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30309R,758532-5019S,Ford Transit 1.8d 90-110hp 2006> DO NOT DO - WHISTLE ISSUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30310BNU-OEM,767720-5006S-BNU-OEM,Nissan Navara 2.5d 166-169hp 2006> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30310OU,767720-5006S-OU,767720-5006S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30310R,767720-5006S,USE RCT30310REB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REMAN
TURB,RCT30310REB,767720-5006S-REB,Nissan Navara 2.5d 166-169hp 2006> REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30311BNU-OEM,769328-5001S-BNU-OEM,Nissan Patrol 3.0d 160hp 2004-2011 New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30311OU,769328-5001S-OU,769328-5001S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30311R,769328-5001S,Nissan Patrol 3.0d 160hp 2004-2011 CAN'T DO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30312BNU-OEM,777948-5003S-BNU-OEM,Suzuki Grand Vitara 1.9d 129hp 2009> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30312OU,777948-5003S-OU,777948-5003S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AGCHRA,RCT30318AG,839765-5001S-AG,839765-5001S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30318BNU-MEL,839765-5001S-BNU-MEL,Fiat Ducato 2.3d 170hp 2016> New Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30318BNU-OEM,839765-5001S-BNU-OEM,Fiat Ducato 2.3d 170hp 2016> New OE Turbo,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,BNU-OEM
CHRA,RCT30318CHRA,839765-5001S-CHRA,839765-5001S CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,
TURB,RCT30316R,819997-5001S,BMW 1.6p 168hp 2011> Remanufactured Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30316REB,819997-5001S-REB,BMW 1.6p 168hp 2011> REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30317BNU-OEM,822072-5004S-BNU-OEM,Vauxhall Zafira 2.0d 170hp 2014> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
TURB,RCT30319REB,845275-5001S-REB,Ford EcoBlue 1.5d 94-123Kw 2018> REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
VNT,RCT30319VNT,845275-5001S-VNT,845275-5001S-VNT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,
TURB,RCT30318REB,839765-5001S-REB,Fiat Ducato 2.3d 170hp 2016> REBUILT Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
ACT,RCT30319ACT-1,845275-5001S-1-ACT,RCT30319ACT-1-ACTUATOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,
ACT,RCT30319ACT-2,845275-5002S-2-ACT,845275-5002S-2-ACTUATOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,
AGCHRA,RCT30319AG,845275-5001S-AG,845275-5001S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLDUNIT,RCT30319OU,845275-5001S-OU,845275-5001S Old Core Unit,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ACTPART,RCT30319POS,845275-5001S-POS,POS SENSOR (845275-5001S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,
TURB,RCT30300BNU-OEM,850282-5012S-BNU-OEM,Mercedes Renault 1.3 113-163hp 2018> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
GASK,RCT30289GSK,836825-5003S-GSK,836825-5003S-GASKET SET,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,
TURB,RCT30313BNU-OEM,802012-5002S-BNU-OEM,Toyota Landcruiser 4.2d 204hp 2003> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30313OU,802012-5002S-OU,802012-5002S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30313R,802012-5002S,Toyota Landcruiser 4.2d 204hp 2003> CAN'T DO - ?PARTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30314,,USE RCT30314R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30291BNU-OEM,794877-5008S-BNU-OEM,Mercedes E/R350 3.0d 221-261hp 2009> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
CHRA,RCT30291CHRA,794877-5008S-CHRA,794877-5008S CHRA,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,
TURB,RCT30289REB,836825-5003S-REB,Iveco Daily 2.3d 134-154hp 2016> REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30290,722011-5009S,BMW 740 4.0d 158HP 2002> QUARANTINED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
OLDUNIT,RCT30290OU,722011-5009S-OU,722011-5009S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30291,794877-5008S-DND,USE RCT30291R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
CHRA,RCT30314CHRA,802774-5008S-CHRA,802774-5008S CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,
TURB,RCT30314OEM-R,802774-5008S-OEM-R,Mercedes Gl ML S 3.0d 258-265hp 2010> OEM Reman Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OEM-R
OLDUNIT,RCT30314OU,802774-5008S-OU,802774-5008S Old Core Unit,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLDUNIT,RCT30300OU,850282-5012S-OU,850282-5012S Old Core Unit,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30315,,USE RCT30315R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30315BNU-OEM,804968-5004S-BNU-OEM,Jeep Chrysler 3.0d 190-241hp 2011> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30315OU,804968-5004S-OU,804968-5004S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30315R,804968-5004S,Jeep Chrysler 3.0d 190-241hp 2011> Reman Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30315REB,804968-5004S-REB,Jeep Chrysler 3.0d 190-241hp 2011> REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30316AG,819997-5001S-AG,819997-5001S A Grade CHRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30226REB,801891-5001S-REB,Toyota Rav4 D-4D 2.0LD 114HP REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
ACT,RCT30227ACT,,USE RCT30210ACTUATOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AGCHRA,RCT30227AG,821866-5004S-AG,821866-5004S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30228BNU-MEL,B100101-BNU-MEL,Ford Ecoboost 1.0p 100hp 2012> New Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30227REB,821866-5004S-REB,VW Passat 2.0d 180hp 2012> REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
ACT,RCT30228ACT,B100101-ACT,B100101 1761178 ACTUATOR,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
